rownum,emoji,grp_subgrp,desc,person_animal_other,anthro_type,gender,skin_tone,shape_type,shape_color,direction,sentiment_smileys_binary,cldr short name,codepoint,status,group,subgroup,char_len,version
2541,👩🏾‍🤝‍👩🏼,People & Body_family,anthropomorphic,person-group,group,female,medium-dark,,,,,"women holding hands: medium-dark skin tone, medium-light skin tone",1F469 1F3FE 200D 1F91D 200D 1F469 1F3FC,fully-qualified,People & Body,family,7,E12.0
2542,👩🏾‍🤝‍👩🏽,People & Body_family,anthropomorphic,person-group,group,female,dark,,,,,"women holding hands: medium-dark skin tone, medium skin tone",1F469 1F3FE 200D 1F91D 200D 1F469 1F3FD,fully-qualified,People & Body,family,7,E12.0
2543,👭🏾,People & Body_family,anthropomorphic,person-group,group,female,medium-dark,,,,,women holding hands: medium-dark skin tone,1F46D 1F3FE,fully-qualified,People & Body,family,2,E12.0
2544,👩🏾‍🤝‍👩🏿,People & Body_family,anthropomorphic,person-group,group,female,light,,,,,"women holding hands: medium-dark skin tone, dark skin tone",1F469 1F3FE 200D 1F91D 200D 1F469 1F3FF,fully-qualified,People & Body,family,7,E12.1
2545,👩🏿‍🤝‍👩🏻,People & Body_family,anthropomorphic,person-group,group,female,medium-light,,,,,"women holding hands: dark skin tone, light skin tone",1F469 1F3FF 200D 1F91D 200D 1F469 1F3FB,fully-qualified,People & Body,family,7,E12.0
2546,👩🏿‍🤝‍👩🏼,People & Body_family,anthropomorphic,person-group,group,female,medium,,,,,"women holding hands: dark skin tone, medium-light skin tone",1F469 1F3FF 200D 1F91D 200D 1F469 1F3FC,fully-qualified,People & Body,family,7,E12.0
2547,👩🏿‍🤝‍👩🏽,People & Body_family,anthropomorphic,person-group,group,female,medium-dark,,,,,"women holding hands: dark skin tone, medium skin tone",1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD,fully-qualified,People & Body,family,7,E12.0
2548,👩🏿‍🤝‍👩🏾,People & Body_family,anthropomorphic,person-group,group,female,dark,,,,,"women holding hands: dark skin tone, medium-dark skin tone",1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE,fully-qualified,People & Body,family,7,E12.0
2549,👭🏿,People & Body_family,anthropomorphic,person-group,group,female,dark,,,,,women holding hands: dark skin tone,1F46D 1F3FF,fully-qualified,People & Body,family,2,E12.0
2550,👫,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,woman and man holding hands,1F46B,fully-qualified,People & Body,family,1,E0.6
2551,👫🏻,People & Body_family,anthropomorphic,person-group,group,mixed,light,,,,,woman and man holding hands: light skin tone,1F46B 1F3FB,fully-qualified,People & Body,family,2,E12.0
2552,👩🏻‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,mixed,light,,,,,"woman and man holding hands: light skin tone, medium-light skin tone",1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2553,👩🏻‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,mixed,medium,,,,,"woman and man holding hands: light skin tone, medium skin tone",1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.0
2554,👩🏻‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,mixed,medium,,,,,"woman and man holding hands: light skin tone, medium-dark skin tone",1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.0
2555,👩🏻‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,mixed,medium-dark,,,,,"woman and man holding hands: light skin tone, dark skin tone",1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.0
2556,👩🏼‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,mixed,dark,,,,,"woman and man holding hands: medium-light skin tone, light skin tone",1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2557,👫🏼,People & Body_family,anthropomorphic,person-group,group,mixed,medium-light,,,,,woman and man holding hands: medium-light skin tone,1F46B 1F3FC,fully-qualified,People & Body,family,2,E12.0
2558,👩🏼‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,mixed,light,,,,,"woman and man holding hands: medium-light skin tone, medium skin tone",1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.0
2559,👩🏼‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,mixed,medium-light,,,,,"woman and man holding hands: medium-light skin tone, medium-dark skin tone",1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.0
2560,👩🏼‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,mixed,medium,,,,,"woman and man holding hands: medium-light skin tone, dark skin tone",1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.0
2561,👩🏽‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,mixed,medium-dark,,,,,"woman and man holding hands: medium skin tone, light skin tone",1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2562,👩🏽‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,mixed,dark,,,,,"woman and man holding hands: medium skin tone, medium-light skin tone",1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2563,👫🏽,People & Body_family,anthropomorphic,person-group,group,mixed,medium,,,,,woman and man holding hands: medium skin tone,1F46B 1F3FD,fully-qualified,People & Body,family,2,E12.0
2564,👩🏽‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,mixed,light,,,,,"woman and man holding hands: medium skin tone, medium-dark skin tone",1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.0
2565,👩🏽‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,mixed,medium-light,,,,,"woman and man holding hands: medium skin tone, dark skin tone",1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.0
2566,👩🏾‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,mixed,medium,,,,,"woman and man holding hands: medium-dark skin tone, light skin tone",1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2567,👩🏾‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,mixed,medium-dark,,,,,"woman and man holding hands: medium-dark skin tone, medium-light skin tone",1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2568,👩🏾‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,mixed,dark,,,,,"woman and man holding hands: medium-dark skin tone, medium skin tone",1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.0
2569,👫🏾,People & Body_family,anthropomorphic,person-group,group,mixed,medium-dark,,,,,woman and man holding hands: medium-dark skin tone,1F46B 1F3FE,fully-qualified,People & Body,family,2,E12.0
2570,👩🏾‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,mixed,light,,,,,"woman and man holding hands: medium-dark skin tone, dark skin tone",1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.0
2571,👩🏿‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,mixed,medium-light,,,,,"woman and man holding hands: dark skin tone, light skin tone",1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2572,👩🏿‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,mixed,medium,,,,,"woman and man holding hands: dark skin tone, medium-light skin tone",1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2573,👩🏿‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,mixed,medium-dark,,,,,"woman and man holding hands: dark skin tone, medium skin tone",1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.0
2574,👩🏿‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,mixed,dark,,,,,"woman and man holding hands: dark skin tone, medium-dark skin tone",1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.0
2575,👫🏿,People & Body_family,anthropomorphic,person-group,group,mixed,dark,,,,,woman and man holding hands: dark skin tone,1F46B 1F3FF,fully-qualified,People & Body,family,2,E12.0
2576,👬,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,men holding hands,1F46C,fully-qualified,People & Body,family,1,E1.0
2577,👬🏻,People & Body_family,anthropomorphic,person-group,group,male,light,,,,,men holding hands: light skin tone,1F46C 1F3FB,fully-qualified,People & Body,family,2,E12.0
2578,👨🏻‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,male,light,,,,,"men holding hands: light skin tone, medium-light skin tone",1F468 1F3FB 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.1
2579,👨🏻‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,male,medium-light,,,,,"men holding hands: light skin tone, medium skin tone",1F468 1F3FB 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.1
2580,👨🏻‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,male,medium,,,,,"men holding hands: light skin tone, medium-dark skin tone",1F468 1F3FB 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.1
2581,👨🏻‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,male,medium-dark,,,,,"men holding hands: light skin tone, dark skin tone",1F468 1F3FB 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.1
2582,👨🏼‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,male,dark,,,,,"men holding hands: medium-light skin tone, light skin tone",1F468 1F3FC 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2583,👬🏼,People & Body_family,anthropomorphic,person-group,group,male,medium-light,,,,,men holding hands: medium-light skin tone,1F46C 1F3FC,fully-qualified,People & Body,family,2,E12.0
2584,👨🏼‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,male,light,,,,,"men holding hands: medium-light skin tone, medium skin tone",1F468 1F3FC 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.1
2585,👨🏼‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,male,medium-light,,,,,"men holding hands: medium-light skin tone, medium-dark skin tone",1F468 1F3FC 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.1
2586,👨🏼‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,male,medium,,,,,"men holding hands: medium-light skin tone, dark skin tone",1F468 1F3FC 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.1
2587,👨🏽‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,male,medium-dark,,,,,"men holding hands: medium skin tone, light skin tone",1F468 1F3FD 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2588,👨🏽‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,male,dark,,,,,"men holding hands: medium skin tone, medium-light skin tone",1F468 1F3FD 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2589,👬🏽,People & Body_family,anthropomorphic,person-group,group,male,medium,,,,,men holding hands: medium skin tone,1F46C 1F3FD,fully-qualified,People & Body,family,2,E12.0
2590,👨🏽‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,male,light,,,,,"men holding hands: medium skin tone, medium-dark skin tone",1F468 1F3FD 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.1
2591,👨🏽‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,male,medium-light,,,,,"men holding hands: medium skin tone, dark skin tone",1F468 1F3FD 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.1
2592,👨🏾‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,male,medium,,,,,"men holding hands: medium-dark skin tone, light skin tone",1F468 1F3FE 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2593,👨🏾‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,male,medium-dark,,,,,"men holding hands: medium-dark skin tone, medium-light skin tone",1F468 1F3FE 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2594,👨🏾‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,male,dark,,,,,"men holding hands: medium-dark skin tone, medium skin tone",1F468 1F3FE 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.0
2595,👬🏾,People & Body_family,anthropomorphic,person-group,group,male,medium-dark,,,,,men holding hands: medium-dark skin tone,1F46C 1F3FE,fully-qualified,People & Body,family,2,E12.0
2596,👨🏾‍🤝‍👨🏿,People & Body_family,anthropomorphic,person-group,group,male,light,,,,,"men holding hands: medium-dark skin tone, dark skin tone",1F468 1F3FE 200D 1F91D 200D 1F468 1F3FF,fully-qualified,People & Body,family,7,E12.1
2597,👨🏿‍🤝‍👨🏻,People & Body_family,anthropomorphic,person-group,group,male,medium-light,,,,,"men holding hands: dark skin tone, light skin tone",1F468 1F3FF 200D 1F91D 200D 1F468 1F3FB,fully-qualified,People & Body,family,7,E12.0
2598,👨🏿‍🤝‍👨🏼,People & Body_family,anthropomorphic,person-group,group,male,medium,,,,,"men holding hands: dark skin tone, medium-light skin tone",1F468 1F3FF 200D 1F91D 200D 1F468 1F3FC,fully-qualified,People & Body,family,7,E12.0
2599,👨🏿‍🤝‍👨🏽,People & Body_family,anthropomorphic,person-group,group,male,medium-dark,,,,,"men holding hands: dark skin tone, medium skin tone",1F468 1F3FF 200D 1F91D 200D 1F468 1F3FD,fully-qualified,People & Body,family,7,E12.0
2600,👨🏿‍🤝‍👨🏾,People & Body_family,anthropomorphic,person-group,group,male,dark,,,,,"men holding hands: dark skin tone, medium-dark skin tone",1F468 1F3FF 200D 1F91D 200D 1F468 1F3FE,fully-qualified,People & Body,family,7,E12.0
2601,👬🏿,People & Body_family,anthropomorphic,person-group,group,male,dark,,,,,men holding hands: dark skin tone,1F46C 1F3FF,fully-qualified,People & Body,family,2,E12.0
2602,💏,People & Body_family,anthropomorphic,person-group,group,person,neutral,,,,,kiss,1F48F,fully-qualified,People & Body,family,1,E0.6
2603,👩‍❤️‍💋‍👨,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"kiss: woman, man",1F469 200D 2764 FE0F 200D 1F48B 200D 1F468,fully-qualified,People & Body,family,8,E2.0
2604,👩‍❤‍💋‍👨,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"kiss: woman, man",1F469 200D 2764 200D 1F48B 200D 1F468,minimally-qualified,People & Body,family,7,E2.0
2605,👨‍❤️‍💋‍👨,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"kiss: man, man",1F468 200D 2764 FE0F 200D 1F48B 200D 1F468,fully-qualified,People & Body,family,8,E2.0
2606,👨‍❤‍💋‍👨,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"kiss: man, man",1F468 200D 2764 200D 1F48B 200D 1F468,minimally-qualified,People & Body,family,7,E2.0
2607,👩‍❤️‍💋‍👩,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"kiss: woman, woman",1F469 200D 2764 FE0F 200D 1F48B 200D 1F469,fully-qualified,People & Body,family,8,E2.0
2608,👩‍❤‍💋‍👩,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"kiss: woman, woman",1F469 200D 2764 200D 1F48B 200D 1F469,minimally-qualified,People & Body,family,7,E2.0
2609,💑,People & Body_family,anthropomorphic,person-group,group,person,neutral,,,,,couple with heart,1F491,fully-qualified,People & Body,family,1,E0.6
2610,👩‍❤️‍👨,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"couple with heart: woman, man",1F469 200D 2764 FE0F 200D 1F468,fully-qualified,People & Body,family,6,E2.0
2611,👩‍❤‍👨,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"couple with heart: woman, man",1F469 200D 2764 200D 1F468,minimally-qualified,People & Body,family,5,E2.0
2612,👨‍❤️‍👨,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"couple with heart: man, man",1F468 200D 2764 FE0F 200D 1F468,fully-qualified,People & Body,family,6,E2.0
2613,👨‍❤‍👨,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"couple with heart: man, man",1F468 200D 2764 200D 1F468,minimally-qualified,People & Body,family,5,E2.0
2614,👩‍❤️‍👩,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"couple with heart: woman, woman",1F469 200D 2764 FE0F 200D 1F469,fully-qualified,People & Body,family,6,E2.0
2615,👩‍❤‍👩,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"couple with heart: woman, woman",1F469 200D 2764 200D 1F469,minimally-qualified,People & Body,family,5,E2.0
2616,👪,People & Body_family,anthropomorphic,person-group,group,person,neutral,,,,,family,1F46A,fully-qualified,People & Body,family,1,E0.6
2617,👨‍👩‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, woman, boy",1F468 200D 1F469 200D 1F466,fully-qualified,People & Body,family,5,E2.0
2618,👨‍👩‍👧,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, woman, girl",1F468 200D 1F469 200D 1F467,fully-qualified,People & Body,family,5,E2.0
2619,👨‍👩‍👧‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, woman, girl, boy",1F468 200D 1F469 200D 1F467 200D 1F466,fully-qualified,People & Body,family,7,E2.0
2620,👨‍👩‍👦‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, woman, boy, boy",1F468 200D 1F469 200D 1F466 200D 1F466,fully-qualified,People & Body,family,7,E2.0
2621,👨‍👩‍👧‍👧,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, woman, girl, girl",1F468 200D 1F469 200D 1F467 200D 1F467,fully-qualified,People & Body,family,7,E2.0
2622,👨‍👨‍👦,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"family: man, man, boy",1F468 200D 1F468 200D 1F466,fully-qualified,People & Body,family,5,E2.0
2623,👨‍👨‍👧,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, man, girl",1F468 200D 1F468 200D 1F467,fully-qualified,People & Body,family,5,E2.0
2624,👨‍👨‍👧‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, man, girl, boy",1F468 200D 1F468 200D 1F467 200D 1F466,fully-qualified,People & Body,family,7,E2.0
2625,👨‍👨‍👦‍👦,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"family: man, man, boy, boy",1F468 200D 1F468 200D 1F466 200D 1F466,fully-qualified,People & Body,family,7,E2.0
2626,👨‍👨‍👧‍👧,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, man, girl, girl",1F468 200D 1F468 200D 1F467 200D 1F467,fully-qualified,People & Body,family,7,E2.0
2627,👩‍👩‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: woman, woman, boy",1F469 200D 1F469 200D 1F466,fully-qualified,People & Body,family,5,E2.0
2628,👩‍👩‍👧,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"family: woman, woman, girl",1F469 200D 1F469 200D 1F467,fully-qualified,People & Body,family,5,E2.0
2629,👩‍👩‍👧‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: woman, woman, girl, boy",1F469 200D 1F469 200D 1F467 200D 1F466,fully-qualified,People & Body,family,7,E2.0
2630,👩‍👩‍👦‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: woman, woman, boy, boy",1F469 200D 1F469 200D 1F466 200D 1F466,fully-qualified,People & Body,family,7,E2.0
2631,👩‍👩‍👧‍👧,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"family: woman, woman, girl, girl",1F469 200D 1F469 200D 1F467 200D 1F467,fully-qualified,People & Body,family,7,E2.0
2632,👨‍👦,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"family: man, boy",1F468 200D 1F466,fully-qualified,People & Body,family,3,E4.0
2633,👨‍👦‍👦,People & Body_family,anthropomorphic,person-group,group,male,neutral,,,,,"family: man, boy, boy",1F468 200D 1F466 200D 1F466,fully-qualified,People & Body,family,5,E4.0
2634,👨‍👧,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, girl",1F468 200D 1F467,fully-qualified,People & Body,family,3,E4.0
2635,👨‍👧‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, girl, boy",1F468 200D 1F467 200D 1F466,fully-qualified,People & Body,family,5,E4.0
2636,👨‍👧‍👧,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: man, girl, girl",1F468 200D 1F467 200D 1F467,fully-qualified,People & Body,family,5,E4.0
2637,👩‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: woman, boy",1F469 200D 1F466,fully-qualified,People & Body,family,3,E4.0
2638,👩‍👦‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: woman, boy, boy",1F469 200D 1F466 200D 1F466,fully-qualified,People & Body,family,5,E4.0
2639,👩‍👧,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"family: woman, girl",1F469 200D 1F467,fully-qualified,People & Body,family,3,E4.0
2640,👩‍👧‍👦,People & Body_family,anthropomorphic,person-group,group,mixed,neutral,,,,,"family: woman, girl, boy",1F469 200D 1F467 200D 1F466,fully-qualified,People & Body,family,5,E4.0
2641,👩‍👧‍👧,People & Body_family,anthropomorphic,person-group,group,female,neutral,,,,,"family: woman, girl, girl",1F469 200D 1F467 200D 1F467,fully-qualified,People & Body,family,5,E4.0
2642,🗣️,People & Body_person-symbol,anthropomorphic,person,symbol,person,,,,,,speaking head,1F5E3 FE0F,fully-qualified,People & Body,person-symbol,2,E0.7
2643,🗣,People & Body_person-symbol,anthropomorphic,person,symbol,person,,,,,,speaking head,1F5E3,unqualified,People & Body,person-symbol,1,E0.7
2644,👤,People & Body_person-symbol,anthropomorphic,person,symbol,person,,,,,,bust in silhouette,1F464,fully-qualified,People & Body,person-symbol,1,E0.6
2645,👥,People & Body_person-symbol,anthropomorphic,Person-group,symbol,person,,,,,,busts in silhouette,1F465,fully-qualified,People & Body,person-symbol,1,E1.0
2646,🫂,People & Body_person-symbol,anthropomorphic,Person-group,group,person,,,,,,people hugging,1FAC2,fully-qualified,People & Body,person-symbol,1,E13.0
2647,👣,People & Body_person-symbol,,,,,,,,,,footprints,1F463,fully-qualified,People & Body,person-symbol,1,E0.6
2648,🏻,Component_skin-tone,component,person,part,person,light,,,,,light skin tone,1F3FB,component,Component,skin-tone,1,E1.0
2649,🏼,Component_skin-tone,component,person,part,person,medium-light,,,,,medium-light skin tone,1F3FC,component,Component,skin-tone,1,E1.0
2650,🏽,Component_skin-tone,component,person,part,person,medium,,,,,medium skin tone,1F3FD,component,Component,skin-tone,1,E1.0
2651,🏾,Component_skin-tone,component,person,part,person,medium-dark,,,,,medium-dark skin tone,1F3FE,component,Component,skin-tone,1,E1.0
2652,🏿,Component_skin-tone,component,person,part,person,dark,,,,,dark skin tone,1F3FF,component,Component,skin-tone,1,E1.0
2653,🦰,Component_hair-style,component,person,part,person,other,,,,,red hair,1F9B0,component,Component,hair-style,1,E11.0
2654,🦱,Component_hair-style,component,person,part,person,other,,,,,curly hair,1F9B1,component,Component,hair-style,1,E11.0
2655,🦳,Component_hair-style,component,person,part,person,other,,,,,white hair,1F9B3,component,Component,hair-style,1,E11.0
2656,🦲,Component_hair-style,component,person,part,person,other,,,,,bald,1F9B2,component,Component,hair-style,1,E11.0
2657,🐵,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,monkey face,1F435,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2658,🐒,Animals & Nature_animal-mammal,,,,,,,,,,monkey,1F412,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2659,🦍,Animals & Nature_animal-mammal,,,,,,,,,,gorilla,1F98D,fully-qualified,Animals & Nature,animal-mammal,1,E3.0
2660,🦧,Animals & Nature_animal-mammal,,,,,,,,,,orangutan,1F9A7,fully-qualified,Animals & Nature,animal-mammal,1,E12.0
2661,🐶,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,dog face,1F436,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2662,🐕,Animals & Nature_animal-mammal,,,,,,,,,,dog,1F415,fully-qualified,Animals & Nature,animal-mammal,1,E0.7
2663,🦮,Animals & Nature_animal-mammal,,,,,,,,,,guide dog,1F9AE,fully-qualified,Animals & Nature,animal-mammal,1,E12.0
2664,🐕‍🦺,Animals & Nature_animal-mammal,,,,,,,,,,service dog,1F415 200D 1F9BA,fully-qualified,Animals & Nature,animal-mammal,3,E12.0
2665,🐩,Animals & Nature_animal-mammal,,,,,,,,,,poodle,1F429,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2666,🐺,Animals & Nature_animal-mammal,,,,,,,,,,wolf,1F43A,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2667,🦊,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,fox,1F98A,fully-qualified,Animals & Nature,animal-mammal,1,E3.0
2668,🦝,Animals & Nature_animal-mammal,,,,,,,,,,raccoon,1F99D,fully-qualified,Animals & Nature,animal-mammal,1,E11.0
2669,🐱,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,cat face,1F431,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2670,🐈,Animals & Nature_animal-mammal,,,,,,,,,,cat,1F408,fully-qualified,Animals & Nature,animal-mammal,1,E0.7
2671,🐈‍⬛,Animals & Nature_animal-mammal,,,,,,,,,,black cat,1F408 200D 2B1B,fully-qualified,Animals & Nature,animal-mammal,3,E13.0
2672,🦁,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,lion,1F981,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2673,🐯,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,tiger face,1F42F,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2674,🐅,Animals & Nature_animal-mammal,,,,,,,,,,tiger,1F405,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2675,🐆,Animals & Nature_animal-mammal,,,,,,,,,,leopard,1F406,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2676,🐴,Animals & Nature_animal-mammal,,,,,,,,,,horse face,1F434,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2677,🐎,Animals & Nature_animal-mammal,,,,,,,,,,horse,1F40E,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2678,🦄,Animals & Nature_animal-mammal,,,,,,,,,,unicorn,1F984,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2679,🦓,Animals & Nature_animal-mammal,,,,,,,,,,zebra,1F993,fully-qualified,Animals & Nature,animal-mammal,1,E5.0
